,Start,End,Sleep quality,Time in bed,Activity (steps),Stressful day Total,Drank coffee Total,Drank tea Total,Ate late Total,Worked out Total
228,2015-12-08 22:17:00,2015-12-09 05:45:00,0.79,436.8,0,1,1,1,0,1
229,2015-12-09 21:57:00,2015-12-10 06:10:00,0.93,487.80000000000007,0,1,0,1,0,1
230,2015-12-13 00:08:00,2015-12-13 08:23:00,0.77,488.40000000000003,0,0,1,0,0,0
231,2015-12-13 22:07:00,2015-12-14 06:09:00,0.8,481.2,0,0,1,0,0,0
232,2015-12-15 22:32:00,2015-12-16 06:10:00,0.75,442.2,0,0,1,1,0,1
233,2015-12-16 22:20:00,2015-12-17 05:40:00,0.84,432.0,0,1,1,1,0,0
234,2015-12-17 21:07:00,2015-12-18 05:45:00,1.0,502.19999999999993,0,0,1,1,0,1
235,2015-12-20 22:19:00,2015-12-21 06:20:00,0.72,480.0,0,0,1,1,0,1
236,2015-12-21 22:06:00,2015-12-22 05:29:00,0.8,433.8,0,0,1,0,0,1
237,2015-12-22 21:41:00,2015-12-23 05:43:00,0.82,480.59999999999997,0,0,1,1,0,1
238,2015-12-23 22:33:00,2015-12-24 06:01:00,0.79,436.2,0,0,1,1,0,0
239,2015-12-29 22:44:00,2015-12-30 07:00:00,0.76,489.6,0,0,1,0,0,0
240,2016-01-01 23:53:00,2016-01-02 08:27:00,0.79,499.8,0,0,1,1,0,0
241,2016-01-02 23:49:00,2016-01-03 08:13:00,0.85,494.40000000000003,0,0,1,1,0,0
242,2016-01-03 21:44:00,2016-01-04 05:35:00,0.69,450.59999999999997,0,0,1,0,0,0
243,2016-01-04 22:17:00,2016-01-05 05:45:00,0.74,436.8,0,1,1,1,0,0
244,2016-01-05 22:18:00,2016-01-06 06:20:00,0.66,480.59999999999997,0,0,1,0,0,1
245,2016-01-13 22:44:00,2016-01-14 06:20:00,0.72,441.0,0,1,1,1,1,0
246,2016-01-14 22:10:00,2016-01-15 05:28:00,0.73,430.2,0,0,1,1,0,1
247,2016-01-17 22:00:00,2016-01-18 05:30:00,0.76,437.4,0,0,1,1,0,1
248,2016-01-18 21:56:00,2016-01-19 05:34:00,0.78,442.8,0,0,1,1,1,0
249,2016-01-19 22:46:00,2016-01-20 06:35:00,0.75,448.8,0,0,1,1,0,1
250,2016-01-20 21:13:00,2016-01-21 06:29:00,0.77,549.0,0,0,1,1,0,0
251,2016-01-21 21:33:00,2016-01-22 06:23:00,0.79,510.0,0,0,1,0,0,0
252,2016-01-22 22:17:00,2016-01-23 08:14:00,0.79,574.2,0,0,1,0,0,1
253,2016-01-24 22:06:00,2016-01-25 06:30:00,0.85,493.8,0,0,1,1,0,1
254,2016-01-25 22:27:00,2016-01-26 06:38:00,0.88,486.0,0,0,1,0,0,0
255,2016-01-26 22:58:00,2016-01-27 06:28:00,0.83,437.4,0,0,1,1,0,1
256,2016-01-27 22:02:00,2016-01-28 05:23:00,0.84,432.0,0,0,1,1,0,1
257,2016-01-28 22:11:00,2016-01-29 05:26:00,0.76,429.0,0,0,1,1,0,1
258,2016-01-29 21:47:00,2016-01-30 06:06:00,0.88,491.4,0,0,1,1,0,1
259,2016-01-31 22:58:00,2016-02-01 06:19:00,0.78,432.0,0,0,1,0,0,0
260,2016-02-01 22:02:00,2016-02-02 05:27:00,0.82,435.0,0,0,1,1,0,1
261,2016-02-02 21:47:00,2016-02-03 05:20:00,0.72,439.8,0,0,1,0,0,1
262,2016-02-03 22:54:00,2016-02-04 06:20:00,0.79,435.59999999999997,0,0,1,0,0,1
263,2016-02-04 22:17:00,2016-02-05 06:53:00,0.74,501.0,0,1,1,0,0,1
264,2016-02-05 23:45:00,2016-02-06 07:35:00,0.84,450.0,0,0,1,0,0,0
265,2016-02-06 22:55:00,2016-02-07 07:35:00,0.91,504.0,0,0,0,1,0,0
266,2016-02-08 00:44:00,2016-02-08 07:45:00,0.68,420.59999999999997,0,0,1,1,0,0
267,2016-02-08 22:43:00,2016-02-09 06:40:00,0.77,453.59999999999997,0,0,1,1,0,1
268,2016-02-09 21:57:00,2016-02-10 05:31:00,0.66,439.8,0,0,1,0,0,1
269,2016-02-13 23:41:00,2016-02-14 05:11:00,0.38,318.0,0,0,1,0,0,0
270,2016-02-14 22:07:00,2016-02-15 05:53:00,0.84,447.0,0,1,1,0,0,0
271,2016-02-15 22:07:00,2016-02-16 05:25:00,0.76,430.79999999999995,0,0,1,0,0,1
272,2016-02-16 22:20:00,2016-02-17 05:32:00,0.7,427.2,0,0,1,0,0,1
273,2016-02-17 21:33:00,2016-02-18 06:24:00,0.9,510.59999999999997,0,1,1,0,0,1
274,2016-02-18 22:47:00,2016-02-19 06:26:00,0.77,443.4,0,0,1,1,0,1
275,2016-02-20 23:12:00,2016-02-21 07:41:00,0.69,496.79999999999995,0,0,1,0,0,0
276,2016-02-22 22:04:00,2016-02-23 06:23:00,0.85,491.4,0,0,1,0,0,0
277,2016-02-23 22:18:00,2016-02-24 06:25:00,0.94,483.6,0,0,1,0,0,1
278,2016-02-24 21:59:00,2016-02-25 05:43:00,0.88,446.40000000000003,0,0,0,1,0,1
279,2016-02-26 00:15:00,2016-02-26 06:35:00,0.68,372.0,0,0,0,1,0,1
280,2016-02-27 23:33:00,2016-02-28 07:50:00,0.92,490.2,0,0,1,0,0,0
281,2016-02-28 22:19:00,2016-02-29 05:45:00,0.64,435.0,0,0,0,1,0,0
282,2016-02-29 21:55:00,2016-03-01 06:22:00,0.78,495.59999999999997,0,0,0,1,0,1
283,2016-03-01 23:22:00,2016-03-02 05:50:00,0.7,376.8,0,0,0,1,0,1
284,2016-03-02 22:15:00,2016-03-03 06:21:00,0.95,483.6,0,0,1,1,0,1
285,2016-03-03 22:01:00,2016-03-04 06:17:00,0.9,489.6,0,0,0,1,0,1
286,2016-03-05 23:20:00,2016-03-06 07:31:00,0.98,486.59999999999997,0,0,0,1,0,0
287,2016-03-06 23:08:00,2016-03-07 06:19:00,0.7,426.6,0,0,1,1,0,0
288,2016-03-07 22:50:00,2016-03-08 06:22:00,0.75,439.20000000000005,0,0,0,1,0,1
289,2016-03-08 21:40:00,2016-03-09 06:25:00,0.91,506.4,0,0,0,1,0,1
290,2016-03-09 22:40:00,2016-03-10 05:49:00,0.79,425.4,0,0,0,1,0,0
291,2016-03-10 21:35:00,2016-03-11 05:34:00,0.92,454.8,0,0,0,1,0,1
292,2016-03-12 01:33:00,2016-03-12 07:50:00,0.69,370.2,0,0,1,0,0,1
293,2016-03-12 23:44:00,2016-03-13 07:51:00,0.83,424.20000000000005,0,0,0,1,0,0
294,2016-03-13 22:47:00,2016-03-14 05:40:00,0.82,391.8,0,0,0,1,0,1
295,2016-03-14 22:16:00,2016-03-15 05:46:00,0.79,437.4,0,0,0,1,0,1
296,2016-03-15 22:41:00,2016-03-16 06:25:00,0.85,445.79999999999995,0,0,1,1,0,1
297,2016-03-16 22:25:00,2016-03-17 07:05:00,0.9,503.40000000000003,0,0,1,0,0,1
298,2016-03-17 22:46:00,2016-03-18 07:08:00,0.98,493.20000000000005,0,0,1,1,0,0
299,2016-03-18 22:17:00,2016-03-19 07:47:00,0.87,558.0,0,0,1,0,0,0
300,2016-03-20 22:13:00,2016-03-21 07:26:00,0.8,547.8000000000001,0,0,1,0,0,0
301,2016-03-21 22:37:00,2016-03-22 07:32:00,0.8,512.4,0,0,1,0,0,0
302,2016-03-22 21:22:00,2016-03-23 06:19:00,0.8,513.6,0,0,1,1,0,0
303,2016-03-23 22:06:00,2016-03-24 05:20:00,0.65,427.8,0,0,1,1,0,1
304,2016-03-27 23:28:00,2016-03-28 07:30:00,0.82,480.59999999999997,0,0,1,0,0,0
305,2016-03-28 23:32:00,2016-03-29 06:29:00,0.75,393.59999999999997,0,1,1,0,0,1
306,2016-03-29 23:12:00,2016-03-30 06:25:00,0.66,427.8,0,0,1,0,0,1
307,2016-03-30 22:58:00,2016-03-31 06:25:00,0.58,435.59999999999997,0,0,1,1,0,1
308,2016-03-31 22:47:00,2016-04-01 06:30:00,0.89,445.2,0,0,1,1,0,1
309,2016-04-02 21:20:00,2016-04-03 07:08:00,0.86,568.2,0,0,1,0,0,0
310,2016-04-03 21:44:00,2016-04-04 06:24:00,0.67,503.40000000000003,0,0,1,0,0,0
311,2016-04-04 21:23:00,2016-04-05 06:29:00,0.62,543.0,0,0,1,0,0,0
312,2016-04-05 21:13:00,2016-04-06 06:24:00,0.81,546.5999999999999,0,0,1,0,0,1
313,2016-04-06 23:00:00,2016-04-07 05:55:00,0.73,393.0,0,0,1,1,0,1
314,2016-04-07 21:48:00,2016-04-08 05:49:00,0.81,480.0,0,0,1,1,1,1
315,2016-04-09 00:51:00,2016-04-09 07:21:00,0.53,378.0,0,0,1,1,0,1
316,2016-04-09 22:59:00,2016-04-10 07:59:00,0.94,540.0,0,0,1,1,0,1
317,2016-04-10 22:04:00,2016-04-11 05:16:00,0.67,427.2,0,0,0,1,0,0
318,2016-04-11 22:35:00,2016-04-12 05:54:00,0.82,431.40000000000003,0,1,1,1,0,1
319,2016-04-12 22:18:00,2016-04-13 05:52:00,0.85,439.8,0,0,1,1,0,1
320,2016-04-13 22:27:00,2016-04-14 06:13:00,0.77,447.0,0,0,1,1,0,1
321,2016-04-14 21:43:00,2016-04-15 06:24:00,0.94,504.6,0,1,1,1,0,1
322,2016-04-15 22:38:00,2016-04-16 07:25:00,0.81,508.20000000000005,0,0,1,1,0,0
323,2016-04-17 21:34:00,2016-04-18 06:26:00,0.75,511.2,0,0,1,1,0,0
324,2016-04-19 21:21:00,2016-04-20 06:20:00,0.79,515.4,0,0,1,1,0,1
325,2016-04-20 21:25:00,2016-04-21 05:35:00,0.81,485.4,0,0,1,1,1,1
326,2016-04-21 21:54:00,2016-04-22 05:35:00,0.79,444.0,0,0,0,0,0,0
327,2016-04-22 05:37:00,2016-04-22 06:20:00,0.09,25.2,0,0,0,0,0,0
328,2016-04-23 00:46:00,2016-04-23 07:54:00,0.65,424.20000000000005,0,0,1,1,0,1
329,2016-04-24 22:30:00,2016-04-25 06:14:00,0.81,445.79999999999995,0,0,0,1,0,0
330,2016-04-25 22:07:00,2016-04-26 05:39:00,0.87,438.59999999999997,0,0,1,1,1,1
331,2016-04-26 22:48:00,2016-04-27 06:20:00,0.74,439.20000000000005,0,0,1,1,0,1
332,2016-04-27 22:24:00,2016-04-28 06:25:00,0.92,480.59999999999997,0,0,1,1,0,1
333,2016-04-28 22:23:00,2016-04-29 06:17:00,0.95,451.8,0,0,1,1,0,1
334,2016-04-29 22:47:00,2016-04-30 05:57:00,0.81,425.4,0,0,1,1,0,1
335,2016-05-01 21:27:00,2016-05-02 06:15:00,0.95,508.20000000000005,0,0,1,0,0,1
336,2016-05-02 21:50:00,2016-05-03 06:20:00,0.85,497.4,0,0,1,0,0,1
337,2016-05-03 22:19:00,2016-05-04 06:20:00,0.79,480.59999999999997,0,0,1,0,0,1
338,2016-05-04 22:16:00,2016-05-05 06:30:00,0.83,487.80000000000007,0,0,1,1,0,1
339,2016-05-05 22:20:00,2016-05-06 06:15:00,0.89,452.4,0,0,1,0,1,0
340,2016-05-06 23:07:00,2016-05-07 07:08:00,0.87,480.0,0,1,1,1,0,1
341,2016-05-07 23:20:00,2016-05-08 07:12:00,0.93,450.59999999999997,0,0,1,1,0,0
342,2016-05-08 23:44:00,2016-05-09 06:20:00,0.74,381.6,0,0,1,1,0,0
343,2016-05-09 22:10:00,2016-05-10 05:41:00,0.83,438.0,0,0,1,1,0,1
344,2016-05-10 23:10:00,2016-05-11 05:30:00,0.74,372.0,0,0,1,1,0,1
345,2016-05-11 22:43:00,2016-05-12 06:25:00,0.8,444.6,0,0,1,1,0,1
346,2016-05-12 23:50:00,2016-05-13 06:50:00,0.83,395.4,0,0,1,1,0,1
347,2016-05-13 23:08:00,2016-05-14 07:53:00,1.0,506.99999999999994,0,0,1,1,0,1
348,2016-05-15 21:34:00,2016-05-16 06:07:00,0.81,499.8,0,0,0,1,0,0
349,2016-05-16 21:34:00,2016-05-17 06:15:00,0.85,504.0,0,0,1,0,0,1
350,2016-05-17 20:53:00,2016-05-18 06:10:00,0.83,549.6,0,0,1,0,0,1
351,2016-05-18 22:26:00,2016-05-19 05:40:00,0.79,428.4,0,1,1,0,0,0
352,2016-05-20 00:00:00,2016-05-20 06:30:00,0.76,378.0,0,0,1,0,0,1
353,2016-05-20 23:14:00,2016-05-21 07:34:00,0.91,491.4,0,0,1,0,0,1
354,2016-05-23 22:34:00,2016-05-24 05:30:00,0.75,393.0,0,0,1,0,0,0
355,2016-05-24 22:00:00,2016-05-25 05:35:00,0.9,441.0,0,0,1,0,0,1
356,2016-05-25 22:21:00,2016-05-26 06:31:00,0.88,485.4,0,0,1,0,0,1
357,2016-05-26 22:08:00,2016-05-27 06:19:00,0.89,486.59999999999997,0,0,1,0,0,1
358,2016-05-28 00:19:00,2016-05-28 07:15:00,0.72,393.59999999999997,0,0,1,0,0,1
359,2016-05-29 22:04:00,2016-05-30 06:40:00,1.0,501.59999999999997,0,0,1,0,0,0
360,2016-05-30 22:07:00,2016-05-31 06:08:00,0.72,480.0,0,1,1,0,0,0
361,2016-05-31 23:02:00,2016-06-01 06:31:00,0.7,436.8,0,0,1,0,0,1
362,2016-06-01 23:01:00,2016-06-02 05:48:00,0.67,387.6,0,0,1,0,0,1
363,2016-06-02 22:51:00,2016-06-03 05:31:00,0.65,383.4,0,0,1,0,0,1
364,2016-06-05 22:33:00,2016-06-06 05:51:00,0.71,430.79999999999995,0,0,0,0,0,1
365,2016-06-06 23:26:00,2016-06-07 05:31:00,0.7,363.0,0,0,1,0,0,1
366,2016-06-07 22:32:00,2016-06-08 05:32:00,0.77,395.4,0,0,1,0,0,1
367,2016-06-08 21:56:00,2016-06-09 06:16:00,0.76,491.99999999999994,0,0,1,0,0,1
368,2016-06-09 22:07:00,2016-06-10 06:35:00,0.87,496.2,0,0,1,0,1,1
369,2016-06-11 22:42:00,2016-06-12 08:41:00,0.93,574.8,0,0,0,1,0,0
370,2016-06-12 22:52:00,2016-06-13 06:32:00,0.77,443.4,0,0,0,1,0,0
371,2016-06-13 22:03:00,2016-06-14 06:26:00,0.82,493.20000000000005,0,0,0,1,0,1
372,2016-06-14 22:32:00,2016-06-15 06:30:00,0.68,454.8,0,0,1,1,0,0
373,2016-06-16 00:46:00,2016-06-16 06:25:00,0.64,322.8,0,0,1,1,0,1
374,2016-06-16 22:06:00,2016-06-17 06:01:00,0.83,452.4,0,0,1,1,0,1
375,2016-06-17 23:28:00,2016-06-18 07:23:00,0.79,452.4,0,0,1,1,0,1
376,2016-06-19 23:00:00,2016-06-20 06:00:00,0.74,395.4,0,0,1,0,0,0
377,2016-06-20 22:34:00,2016-06-21 05:50:00,0.83,429.0,0,0,1,0,0,1
378,2016-06-21 22:11:00,2016-06-22 05:40:00,0.83,437.4,0,0,1,0,0,1
379,2016-06-22 22:41:00,2016-06-23 06:22:00,0.82,444.6,0,0,1,0,0,1
380,2016-06-23 22:32:00,2016-06-24 06:32:00,0.86,480.0,0,0,1,0,0,1
381,2016-06-26 22:16:00,2016-06-27 06:30:00,0.64,488.40000000000003,0,0,1,0,0,0
382,2016-06-27 23:48:00,2016-06-28 06:47:00,0.62,394.8,0,1,1,0,0,1
383,2016-06-28 23:10:00,2016-06-29 06:35:00,0.77,435.0,0,0,1,0,0,1
384,2016-06-29 22:32:00,2016-06-30 05:55:00,0.83,433.8,0,1,1,0,0,1
385,2016-07-01 23:32:00,2016-07-02 07:32:00,0.9,480.0,0,0,1,0,0,0
386,2016-07-03 21:49:00,2016-07-04 06:02:00,0.86,487.19999999999993,0,0,0,0,0,0
387,2016-07-04 21:39:00,2016-07-05 05:50:00,0.85,486.59999999999997,0,0,1,0,0,1
388,2016-07-05 22:48:00,2016-07-06 06:05:00,0.75,429.6,0,1,1,0,0,1
389,2016-07-06 22:13:00,2016-07-07 06:15:00,0.92,481.2,0,0,1,0,0,1
390,2016-07-07 22:53:00,2016-07-08 07:05:00,0.96,487.19999999999993,0,0,1,0,0,1
391,2016-07-10 22:18:00,2016-07-11 06:17:00,0.85,455.4,0,0,1,0,0,0
392,2016-07-11 21:24:00,2016-07-12 06:15:00,0.99,510.0,0,0,1,0,0,1
393,2016-07-12 22:02:00,2016-07-13 06:15:00,0.96,487.80000000000007,0,0,1,0,0,1
394,2016-07-13 23:13:00,2016-07-14 06:15:00,0.78,421.2,0,0,1,0,0,1
395,2016-07-14 22:39:00,2016-07-15 06:15:00,0.84,441.0,0,1,1,0,0,1
396,2016-07-16 00:32:00,2016-07-16 08:19:00,0.87,448.2,0,0,1,0,0,1
397,2016-07-16 23:20:00,2016-07-17 07:31:00,0.98,486.0,0,0,1,0,0,1
398,2016-07-17 22:23:00,2016-07-18 06:00:00,0.76,442.2,0,0,1,0,0,1
399,2016-07-18 22:57:00,2016-07-19 06:05:00,0.77,424.8,0,1,1,0,0,1
400,2016-07-19 22:36:00,2016-07-20 05:50:00,0.77,428.4,0,0,1,0,0,1
401,2016-07-20 22:25:00,2016-07-21 05:56:00,0.82,438.0,0,0,1,0,0,1
402,2016-07-21 23:07:00,2016-07-22 07:00:00,0.87,451.2,0,0,1,0,0,1
403,2016-07-22 22:20:00,2016-07-23 07:56:00,0.99,561.0,0,0,1,0,0,0
404,2016-07-23 23:47:00,2016-07-24 07:56:00,0.74,485.4,0,0,1,0,0,0
405,2016-07-24 22:45:00,2016-07-25 06:14:00,0.81,436.8,0,0,1,0,0,1
406,2016-07-25 21:54:00,2016-07-26 06:02:00,0.86,484.20000000000005,0,0,1,0,0,1
407,2016-07-26 23:03:00,2016-07-27 06:11:00,0.84,424.20000000000005,0,0,1,0,0,1
408,2016-07-27 22:49:00,2016-07-28 07:11:00,0.95,492.6,0,1,1,0,0,1
409,2016-07-28 22:25:00,2016-07-29 03:35:00,0.35,306.0,0,0,1,0,0,0
410,2016-08-16 22:05:00,2016-08-17 05:50:00,0.96,446.40000000000003,0,1,1,1,0,0
411,2016-08-17 22:42:00,2016-08-18 06:15:00,0.78,439.8,7200,0,1,0,1,1
412,2016-08-18 21:58:00,2016-08-19 06:23:00,0.36,494.40000000000003,3444,0,1,0,0,1
413,2016-08-20 22:04:00,2016-08-21 08:33:00,0.56,616.8,7901,0,1,0,0,0
414,2016-08-21 22:08:00,2016-08-22 06:20:00,0.52,486.59999999999997,3786,0,1,1,0,0
415,2016-08-22 22:13:00,2016-08-23 06:22:00,0.35,485.4,2668,0,1,0,0,1
416,2016-08-23 23:08:00,2016-08-24 06:38:00,0.51,438.0,4213,0,1,0,0,1
417,2016-08-24 21:51:00,2016-08-25 06:10:00,0.54,491.4,2210,0,1,0,0,1
418,2016-08-25 22:06:00,2016-08-26 06:19:00,0.55,487.80000000000007,3040,0,1,0,0,1
419,2016-08-26 23:49:00,2016-08-27 07:26:00,0.46,442.2,3887,0,1,0,0,1
420,2016-08-27 23:52:00,2016-08-28 08:25:00,0.48,499.8,5631,0,1,0,0,0
421,2016-08-28 22:52:00,2016-08-29 06:40:00,0.36,448.8,10059,0,1,0,0,0
422,2016-08-29 22:10:00,2016-08-30 06:20:00,0.4,485.4,3698,0,1,0,0,1
423,2016-08-30 22:21:00,2016-08-31 06:20:00,0.49,455.4,4399,0,1,0,0,1
424,2016-08-31 22:33:00,2016-09-01 06:20:00,0.49,448.2,4015,0,1,0,0,1
425,2016-09-01 23:08:00,2016-09-02 05:58:00,0.54,390.0,4374,0,1,0,0,1
426,2016-09-02 22:38:00,2016-09-03 07:47:00,0.67,545.4,5038,0,1,0,0,0
427,2016-09-04 23:28:00,2016-09-05 08:00:00,0.61,499.20000000000005,827,0,1,0,0,0
428,2016-09-05 21:00:00,2016-09-06 06:20:00,0.41,552.0,2542,0,0,1,0,1
429,2016-09-06 22:11:00,2016-09-07 06:22:00,0.7,486.0,7370,0,0,1,0,1
430,2016-09-07 22:31:00,2016-09-08 06:21:00,0.69,450.0,5658,0,0,1,0,1
431,2016-09-08 22:28:00,2016-09-09 06:10:00,0.61,444.6,7107,0,0,1,0,1
432,2016-09-10 00:45:00,2016-09-10 07:06:00,0.58,372.6,7048,0,1,0,0,1
433,2016-09-10 22:44:00,2016-09-11 06:01:00,0.33,430.2,6925,0,0,1,0,0
434,2016-09-11 23:05:00,2016-09-12 06:20:00,0.6,428.4,1130,0,1,0,0,0
435,2016-09-12 22:46:00,2016-09-13 06:20:00,0.67,440.4,7025,0,0,1,0,1
436,2016-09-13 21:55:00,2016-09-14 06:07:00,0.59,487.19999999999993,5955,0,0,1,0,1
437,2016-09-14 22:26:00,2016-09-15 06:20:00,0.65,451.8,9243,0,0,1,0,1
438,2016-09-17 22:26:00,2016-09-18 08:22:00,0.7,573.6,908,0,1,0,0,0
439,2016-09-18 22:28:00,2016-09-19 06:24:00,0.57,453.0,2191,0,1,0,0,1
440,2016-09-19 22:14:00,2016-09-20 06:22:00,0.6,484.20000000000005,11650,0,0,1,0,1
441,2016-09-20 22:39:00,2016-09-21 06:15:00,0.57,441.6,10842,0,0,1,0,1
442,2016-09-21 22:11:00,2016-09-22 06:11:00,0.6,455.4,5765,0,0,1,0,0
443,2016-09-22 22:26:00,2016-09-23 06:55:00,0.7,497.4,8047,0,0,1,0,1
444,2016-09-25 22:53:00,2016-09-26 06:24:00,0.58,438.59999999999997,359,0,1,1,0,1
445,2016-09-26 22:17:00,2016-09-27 06:20:00,0.55,481.79999999999995,8733,1,0,1,0,1
446,2016-09-27 22:22:00,2016-09-28 06:06:00,0.55,446.40000000000003,6963,0,0,1,0,1
447,2016-09-28 23:10:00,2016-09-29 06:20:00,0.6,425.4,10392,0,1,1,0,1
448,2016-09-29 22:50:00,2016-09-30 06:20:00,0.53,437.4,7230,0,1,0,0,1
449,2016-10-01 00:06:00,2016-10-01 08:27:00,0.67,491.99999999999994,7255,0,1,1,0,1
450,2016-10-01 23:23:00,2016-10-02 07:50:00,0.55,495.59999999999997,4555,0,1,0,0,0
451,2016-10-02 23:29:00,2016-10-03 06:25:00,0.54,393.59999999999997,8954,0,1,1,0,0
452,2016-10-03 22:24:00,2016-10-04 06:03:00,0.62,442.8,9726,0,1,1,0,1
