Start,End,Sleep quality,Time in bed,Wake up,Heart rate,Activity (steps),Stressful day Total,Drank coffee Total,Drank tea Total,Ate late Total,Worked out Total
3/12/2016 1:33,3/12/2016 7:50,69%,6:17,,,0,0,1,0,0,1
3/12/2016 23:44,3/13/2016 7:51,83%,7:07,,,0,0,0,1,0,0
3/13/2016 22:47,3/14/2016 5:40,82%,6:53,,,0,0,0,1,0,1
3/14/2016 22:16,3/15/2016 5:46,79%,7:29,,,0,0,0,1,0,1
3/15/2016 22:41,3/16/2016 6:25,85%,7:43,,,0,0,1,1,0,1
3/16/2016 22:25,3/17/2016 7:05,90%,8:39,,,0,0,1,0,0,1
3/17/2016 22:46,3/18/2016 7:08,98%,8:22,,,0,0,1,1,0,0
3/18/2016 22:17,3/19/2016 7:47,87%,9:30,,,0,0,1,0,0,0
3/20/2016 22:13,3/21/2016 7:26,80%,9:13,,,0,0,1,0,0,0
3/21/2016 22:37,3/22/2016 7:32,80%,8:54,,,0,0,1,0,0,0
3/22/2016 21:22,3/23/2016 6:19,80%,8:56,,,0,0,1,1,0,0
3/23/2016 22:06,3/24/2016 5:20,65%,7:13,,,0,0,1,1,0,1
3/27/2016 23:28,3/28/2016 7:30,82%,8:01,,,0,0,1,0,0,0
3/28/2016 23:32,3/29/2016 6:29,75%,6:56,,,0,1,1,0,0,1
3/29/2016 23:12,3/30/2016 6:25,66%,7:13,,,0,0,1,0,0,1
3/30/2016 22:58,3/31/2016 6:25,58%,7:26,,,0,0,1,1,0,1
3/31/2016 22:47,4/1/2016 6:30,89%,7:42,,,0,0,1,1,0,1
4/2/2016 21:20,4/3/2016 7:08,86%,9:47,,,0,0,1,0,0,0
4/3/2016 21:44,4/4/2016 6:24,67%,8:39,,,0,0,1,0,0,0
4/4/2016 21:23,4/5/2016 6:29,62%,9:05,,,0,0,1,0,0,0
4/5/2016 21:13,4/6/2016 6:24,81%,9:11,,,0,0,1,0,0,1
4/6/2016 23:00,4/7/2016 5:55,73%,6:55,,,0,0,1,1,0,1
4/7/2016 21:48,4/8/2016 5:49,81%,8:00,,,0,0,1,1,1,1
4/9/2016 0:51,4/9/2016 7:21,53%,6:30,,,0,0,1,1,0,1
4/9/2016 22:59,4/10/2016 7:59,94%,9:00,,,0,0,1,1,0,1
4/10/2016 22:04,4/11/2016 5:16,67%,7:12,,,0,0,0,1,0,0
4/11/2016 22:35,4/12/2016 5:54,82%,7:19,,,0,1,1,1,0,1
4/12/2016 22:18,4/13/2016 5:52,85%,7:33,,,0,0,1,1,0,1
4/13/2016 22:27,4/14/2016 6:13,77%,7:45,,,0,0,1,1,0,1
4/14/2016 21:43,4/15/2016 6:24,94%,8:41,,,0,1,1,1,0,1
4/15/2016 22:38,4/16/2016 7:25,81%,8:47,,,0,0,1,1,0,0
4/17/2016 21:34,4/18/2016 6:26,75%,8:52,,,0,0,1,1,0,0
4/19/2016 21:21,4/20/2016 6:20,79%,8:59,,,0,0,1,1,0,1
4/20/2016 21:25,4/21/2016 5:35,81%,8:09,,,0,0,1,1,1,1
4/21/2016 21:54,4/22/2016 5:35,79%,7:40,,,0,0,0,0,0,0
4/22/2016 5:37,4/22/2016 6:20,9%,0:42,,,0,0,0,0,0,0
4/23/2016 0:46,4/23/2016 7:54,65%,7:07,,,0,0,1,1,0,1
4/24/2016 22:30,4/25/2016 6:14,81%,7:43,,,0,0,0,1,0,0
4/25/2016 22:07,4/26/2016 5:39,87%,7:31,,,0,0,1,1,1,1
4/26/2016 22:48,4/27/2016 6:20,74%,7:32,,,0,0,1,1,0,1
4/27/2016 22:24,4/28/2016 6:25,92%,8:01,,,0,0,1,1,0,1
4/28/2016 22:23,4/29/2016 6:17,95%,7:53,,,0,0,1,1,0,1
4/29/2016 22:47,4/30/2016 5:57,81%,7:09,,,0,0,1,1,0,1
5/1/2016 21:27,5/2/2016 6:15,95%,8:47,,,0,0,1,0,0,1
5/2/2016 21:50,5/3/2016 6:20,85%,8:29,,,0,0,1,0,0,1
5/3/2016 22:19,5/4/2016 6:20,79%,8:01,,,0,0,1,0,0,1
5/4/2016 22:16,5/5/2016 6:30,83%,8:13,,,0,0,1,1,0,1
5/5/2016 22:20,5/6/2016 6:15,89%,7:54,,,0,0,1,0,1,0
5/6/2016 23:07,5/7/2016 7:08,87%,8:00,,,0,1,1,1,0,1
5/7/2016 23:20,5/8/2016 7:12,93%,7:51,,,0,0,1,1,0,0
5/8/2016 23:44,5/9/2016 6:20,74%,6:36,,,0,0,1,1,0,0
5/9/2016 22:10,5/10/2016 5:41,83%,7:30,,,0,0,1,1,0,1
5/10/2016 23:10,5/11/2016 5:30,74%,6:20,,,0,0,1,1,0,1
5/11/2016 22:43,5/12/2016 6:25,80%,7:41,,,0,0,1,1,0,1
5/12/2016 23:50,5/13/2016 6:50,83%,6:59,,,0,0,1,1,0,1
5/13/2016 23:08,5/14/2016 7:53,100%,8:45,,,0,0,1,1,0,1
5/15/2016 21:34,5/16/2016 6:07,81%,8:33,,,0,0,0,1,0,0
5/16/2016 21:34,5/17/2016 6:15,85%,8:40,,,0,0,1,0,0,1
5/17/2016 20:53,5/18/2016 6:10,83%,9:16,,,0,0,1,0,0,1
5/18/2016 22:26,5/19/2016 5:40,79%,7:14,,,0,1,1,0,0,0
5/20/2016 0:00,5/20/2016 6:30,76%,6:30,,,0,0,1,0,0,1
5/20/2016 23:14,5/21/2016 7:34,91%,8:19,,,0,0,1,0,0,1
5/23/2016 22:34,5/24/2016 5:30,75%,6:55,,,0,0,1,0,0,0
5/24/2016 22:00,5/25/2016 5:35,90%,7:35,,,0,0,1,0,0,1
5/25/2016 22:21,5/26/2016 6:31,88%,8:09,,,0,0,1,0,0,1
5/26/2016 22:08,5/27/2016 6:19,89%,8:11,,,0,0,1,0,0,1
5/28/2016 0:19,5/28/2016 7:15,72%,6:56,,,0,0,1,0,0,1
5/29/2016 22:04,5/30/2016 6:40,100%,8:36,,,0,0,1,0,0,0
5/30/2016 22:07,5/31/2016 6:08,72%,8:00,,,0,1,1,0,0,0
5/31/2016 23:02,6/1/2016 6:31,70%,7:28,,,0,0,1,0,0,1
6/1/2016 23:01,6/2/2016 5:48,67%,6:46,,,0,0,1,0,0,1
6/2/2016 22:51,6/3/2016 5:31,65%,6:39,,,0,0,1,0,0,1
6/5/2016 22:33,6/6/2016 5:51,71%,7:18,,,0,0,0,0,0,1
6/6/2016 23:26,6/7/2016 5:31,70%,6:05,,,0,0,1,0,0,1
6/7/2016 22:32,6/8/2016 5:32,77%,6:59,,,0,0,1,0,0,1
6/8/2016 21:56,6/9/2016 6:16,76%,8:20,,,0,0,1,0,0,1
6/9/2016 22:07,6/10/2016 6:35,87%,8:27,,,0,0,1,0,1,1
6/11/2016 22:42,6/12/2016 8:41,93%,9:58,,,0,0,0,1,0,0
6/12/2016 22:52,6/13/2016 6:32,77%,7:39,,,0,0,0,1,0,0
6/13/2016 22:03,6/14/2016 6:26,82%,8:22,,,0,0,0,1,0,1
6/14/2016 22:32,6/15/2016 6:30,68%,7:58,,,0,0,1,1,0,0
6/16/2016 0:46,6/16/2016 6:25,64%,5:38,,,0,0,1,1,0,1
6/16/2016 22:06,6/17/2016 6:01,83%,7:54,,,0,0,1,1,0,1
6/17/2016 23:28,6/18/2016 7:23,79%,7:54,,,0,0,1,1,0,1
6/19/2016 23:00,6/20/2016 6:00,74%,6:59,,,0,0,1,0,0,0
6/20/2016 22:34,6/21/2016 5:50,83%,7:15,,,0,0,1,0,0,1
6/21/2016 22:11,6/22/2016 5:40,83%,7:29,,,0,0,1,0,0,1
6/22/2016 22:41,6/23/2016 6:22,82%,7:41,,,0,0,1,0,0,1
6/23/2016 22:32,6/24/2016 6:32,86%,8:00,,,0,0,1,0,0,1
6/26/2016 22:16,6/27/2016 6:30,64%,8:14,,,0,0,1,0,0,0
6/27/2016 23:48,6/28/2016 6:47,62%,6:58,,,0,1,1,0,0,1
6/28/2016 23:10,6/29/2016 6:35,77%,7:25,,,0,0,1,0,0,1
6/29/2016 22:32,6/30/2016 5:55,83%,7:23,,,0,1,1,0,0,1
7/1/2016 23:32,7/2/2016 7:32,90%,8:00,,,0,0,1,0,0,0
7/3/2016 21:49,7/4/2016 6:02,86%,8:12,,,0,0,0,0,0,0
7/4/2016 21:39,7/5/2016 5:50,85%,8:11,,,0,0,1,0,0,1
7/5/2016 22:48,7/6/2016 6:05,75%,7:16,,,0,1,1,0,0,1
7/6/2016 22:13,7/7/2016 6:15,92%,8:02,,,0,0,1,0,0,1
7/7/2016 22:53,7/8/2016 7:05,96%,8:12,,,0,0,1,0,0,1
7/10/2016 22:18,7/11/2016 6:17,85%,7:59,,,0,0,1,0,0,0
7/11/2016 21:24,7/12/2016 6:15,99%,8:50,,,0,0,1,0,0,1
7/12/2016 22:02,7/13/2016 6:15,96%,8:13,,,0,0,1,0,0,1
7/13/2016 23:13,7/14/2016 6:15,78%,7:02,,,0,0,1,0,0,1
7/14/2016 22:39,7/15/2016 6:15,84%,7:35,,,0,1,1,0,0,1
7/16/2016 0:32,7/16/2016 8:19,87%,7:47,,,0,0,1,0,0,1
7/16/2016 23:20,7/17/2016 7:31,98%,8:10,,,0,0,1,0,0,1
7/17/2016 22:23,7/18/2016 6:00,76%,7:37,,,0,0,1,0,0,1
7/18/2016 22:57,7/19/2016 6:05,77%,7:08,,,0,1,1,0,0,1
7/19/2016 22:36,7/20/2016 5:50,77%,7:14,,,0,0,1,0,0,1
7/20/2016 22:25,7/21/2016 5:56,82%,7:30,,,0,0,1,0,0,1
7/21/2016 23:07,7/22/2016 7:00,87%,7:52,,,0,0,1,0,0,1
7/22/2016 22:20,7/23/2016 7:56,99%,9:35,,,0,0,1,0,0,0
7/23/2016 23:47,7/24/2016 7:56,74%,8:09,,,0,0,1,0,0,0
7/24/2016 22:45,7/25/2016 6:14,81%,7:28,,,0,0,1,0,0,1
7/25/2016 21:54,7/26/2016 6:02,86%,8:07,,,0,0,1,0,0,1
7/26/2016 23:03,7/27/2016 6:11,84%,7:07,,,0,0,1,0,0,1
7/27/2016 22:49,7/28/2016 7:11,95%,8:21,,,0,1,1,0,0,1
7/28/2016 22:25,7/29/2016 3:35,35%,5:10,,,0,0,1,0,0,0
8/16/2016 22:05,8/17/2016 5:50,96%,7:44,,,0,1,1,1,0,0
8/17/2016 22:42,8/18/2016 6:15,78%,7:33,,,7200,0,1,0,1,1
8/18/2016 21:58,8/19/2016 6:23,36%,8:24,,,3444,0,1,0,0,1
8/20/2016 22:04,8/21/2016 8:33,56%,10:28,,,7901,0,1,0,0,0
8/21/2016 22:08,8/22/2016 6:20,52%,8:11,,,3786,0,1,1,0,0
8/22/2016 22:13,8/23/2016 6:22,35%,8:09,,,2668,0,1,0,0,1
8/23/2016 23:08,8/24/2016 6:38,51%,7:30,,,4213,0,1,0,0,1
8/24/2016 21:51,8/25/2016 6:10,54%,8:19,,,2210,0,1,0,0,1
8/25/2016 22:06,8/26/2016 6:19,55%,8:13,,,3040,0,1,0,0,1
8/26/2016 23:49,8/27/2016 7:26,46%,7:37,,,3887,0,1,0,0,1
8/27/2016 23:52,8/28/2016 8:25,48%,8:33,,,5631,0,1,0,0,0
8/28/2016 22:52,8/29/2016 6:40,36%,7:48,,,10059,0,1,0,0,0
8/29/2016 22:10,8/30/2016 6:20,40%,8:09,,,3698,0,1,0,0,1
8/30/2016 22:21,8/31/2016 6:20,49%,7:59,,,4399,0,1,0,0,1
8/31/2016 22:33,9/1/2016 6:20,49%,7:47,,,4015,0,1,0,0,1
9/1/2016 23:08,9/2/2016 5:58,54%,6:50,,,4374,0,1,0,0,1
9/2/2016 22:38,9/3/2016 7:47,67%,9:09,,,5038,0,1,0,0,0
9/4/2016 23:28,9/5/2016 8:00,61%,8:32,,,827,0,1,0,0,0
9/5/2016 21:00,9/6/2016 6:20,41%,9:20,,,2542,0,0,1,0,1
9/6/2016 22:11,9/7/2016 6:22,70%,8:10,,,7370,0,0,1,0,1
9/7/2016 22:31,9/8/2016 6:21,69%,7:50,,,5658,0,0,1,0,1
9/8/2016 22:28,9/9/2016 6:10,61%,7:41,,,7107,0,0,1,0,1
9/10/2016 0:45,9/10/2016 7:06,58%,6:21,,,7048,0,1,0,0,1
9/10/2016 22:44,9/11/2016 6:01,33%,7:17,,,6925,0,0,1,0,0
9/11/2016 23:05,9/12/2016 6:20,60%,7:14,,,1130,0,1,0,0,0
9/12/2016 22:46,9/13/2016 6:20,67%,7:34,,,7025,0,0,1,0,1
9/13/2016 21:55,9/14/2016 6:07,59%,8:12,,,5955,0,0,1,0,1
9/14/2016 22:26,9/15/2016 6:20,65%,7:53,,,9243,0,0,1,0,1
9/17/2016 22:26,9/18/2016 8:22,70%,9:56,,,908,0,1,0,0,0
9/18/2016 22:28,9/19/2016 6:24,57%,7:55,,,2191,0,1,0,0,1
9/19/2016 22:14,9/20/2016 6:22,60%,8:07,,,11650,0,0,1,0,1
9/20/2016 22:39,9/21/2016 6:15,57%,7:36,,,10842,0,0,1,0,1
9/21/2016 22:11,9/22/2016 6:11,60%,7:59,,,5765,0,0,1,0,0
9/22/2016 22:26,9/23/2016 6:55,70%,8:29,,,8047,0,0,1,0,1
9/25/2016 22:53,9/26/2016 6:24,58%,7:31,,,359,0,1,1,0,1
9/26/2016 22:17,9/27/2016 6:20,55%,8:03,,,8733,1,0,1,0,1
9/27/2016 22:22,9/28/2016 6:06,55%,7:44,,,6963,0,0,1,0,1
9/28/2016 23:10,9/29/2016 6:20,60%,7:09,,,10392,0,1,1,0,1
9/29/2016 22:50,9/30/2016 6:20,53%,7:29,,,7230,0,1,0,0,1
10/1/2016 0:06,10/1/2016 8:27,67%,8:20,,,7255,0,1,1,0,1
10/1/2016 23:23,10/2/2016 7:50,55%,8:26,,,4555,0,1,0,0,0
10/2/2016 23:29,10/3/2016 6:25,54%,6:56,,,8954,0,1,1,0,0
10/3/2016 22:24,10/4/2016 6:03,62%,7:38,,,9726,0,1,1,0,1
10/4/2016 21:53,10/5/2016 6:21,66%,8:28,,,8587,0,0,1,0,1
10/5/2016 22:33,10/6/2016 6:21,54%,7:48,,,8612,0,0,1,0,1
10/7/2016 0:07,10/7/2016 6:40,52%,6:33,,,8737,0,0,1,0,1
10/7/2016 23:18,10/8/2016 7:20,71%,8:02,,,10375,0,1,1,0,1
10/10/2016 22:38,10/11/2016 6:28,59%,7:49,,,21870,0,1,1,0,1
10/11/2016 22:28,10/12/2016 6:14,56%,7:45,,,10106,0,0,1,0,1
10/12/2016 22:48,10/13/2016 6:05,65%,7:16,,,9308,0,1,0,0,1
10/13/2016 22:26,10/14/2016 6:30,61%,8:04,,,8406,0,1,0,0,1
10/15/2016 23:00,10/16/2016 7:31,71%,8:30,,,779,0,1,0,0,0
10/16/2016 22:52,10/17/2016 6:20,50%,7:27,,,3932,0,1,1,0,0
10/17/2016 22:53,10/18/2016 6:27,63%,7:34,,,10266,0,1,1,0,1
10/18/2016 22:34,10/19/2016 6:10,67%,7:35,,,10540,1,1,0,0,1
10/19/2016 22:13,10/20/2016 5:49,64%,7:35,,,8164,0,1,0,0,1
10/20/2016 22:14,10/21/2016 6:33,67%,8:19,,,7271,0,1,1,0,1
10/22/2016 1:38,10/22/2016 7:18,54%,5:39,,,6044,0,1,1,0,0
10/23/2016 0:07,10/23/2016 8:47,81%,8:40,,,7682,0,1,0,0,0
10/23/2016 22:21,10/24/2016 6:23,66%,8:01,,,6719,0,1,1,0,0
10/24/2016 23:04,10/25/2016 6:25,65%,7:21,,,8273,0,1,1,0,1
10/25/2016 22:48,10/26/2016 6:35,69%,7:46,,,6366,0,0,1,0,1
10/26/2016 22:55,10/27/2016 6:26,72%,7:30,,,9368,0,1,1,0,1
10/27/2016 23:03,10/28/2016 6:35,63%,7:32,,,7967,0,1,1,0,1
10/29/2016 0:16,10/29/2016 7:51,66%,7:34,,,8641,0,1,1,0,0
10/30/2016 22:46,10/31/2016 6:10,68%,7:23,,,1283,0,1,0,0,1
11/1/2016 22:19,11/2/2016 5:57,68%,7:37,,,4542,1,0,1,0,1
11/2/2016 22:52,11/3/2016 6:30,72%,7:38,,,2870,1,1,1,0,0
11/4/2016 0:13,11/4/2016 6:15,52%,6:01,,,10506,1,1,1,0,0
11/4/2016 22:49,11/5/2016 7:58,80%,9:08,,,6716,1,1,0,0,0
11/6/2016 21:58,11/7/2016 5:47,65%,7:49,,,6623,0,1,0,0,0
11/7/2016 22:16,11/8/2016 5:51,70%,7:35,,,6608,0,0,1,0,1
11/8/2016 22:51,11/9/2016 5:48,62%,6:56,,,7119,0,1,1,0,1
11/9/2016 22:37,11/10/2016 5:55,65%,7:17,,,8981,0,1,1,0,1
11/10/2016 23:58,11/11/2016 7:19,56%,7:20,,,7385,0,1,1,0,1
11/11/2016 23:25,11/12/2016 7:16,74%,7:51,,,737,0,1,1,0,0
11/15/2016 22:14,11/16/2016 7:35,72%,9:20,,,5274,0,0,1,0,0
11/16/2016 23:10,11/17/2016 7:07,70%,7:56,,,2670,0,1,0,0,0
11/17/2016 23:15,11/18/2016 6:59,73%,7:44,,,5825,0,0,1,0,0
11/18/2016 23:37,11/19/2016 7:13,70%,7:36,,,5971,0,1,1,0,0
11/19/2016 23:47,11/20/2016 7:53,81%,8:05,,,1540,0,0,1,0,0
11/20/2016 23:00,11/21/2016 7:02,80%,8:01,,,847,0,1,1,0,0
11/21/2016 22:38,11/22/2016 5:40,68%,7:01,,,6149,0,1,1,0,0
11/22/2016 21:26,11/23/2016 5:40,80%,8:13,,,10585,0,0,1,0,1
11/23/2016 22:44,11/24/2016 6:10,73%,7:25,,,10248,0,1,1,0,1
11/24/2016 22:00,11/25/2016 6:39,88%,8:39,,,6536,0,0,1,0,1
11/25/2016 23:09,11/26/2016 7:40,89%,8:30,,,5628,0,1,1,0,0
11/27/2016 22:01,11/28/2016 6:18,75%,8:16,,,595,0,0,1,0,0
11/28/2016 22:35,11/29/2016 6:26,83%,7:50,,,7499,0,0,1,0,1
11/29/2016 23:33,11/30/2016 6:31,71%,6:57,,,3196,0,0,1,0,0
11/30/2016 21:12,12/1/2016 5:13,89%,8:01,,,3763,0,1,1,0,0
12/1/2016 5:14,12/1/2016 6:38,17%,1:24,,,3763,0,0,0,0,0
12/1/2016 21:40,12/2/2016 5:11,71%,7:31,,,4904,0,0,1,0,0
12/4/2016 1:18,12/4/2016 9:20,89%,8:02,,,3158,0,1,1,0,0
12/4/2016 21:45,12/5/2016 5:45,78%,8:00,,,4514,0,0,1,0,0
12/5/2016 21:44,12/6/2016 5:40,79%,7:55,,,7137,0,0,1,0,1
12/6/2016 22:13,12/7/2016 5:46,72%,7:32,,,7709,0,0,1,0,1
12/7/2016 22:46,12/8/2016 6:19,82%,7:32,,,10521,0,1,1,0,1
12/8/2016 23:32,12/9/2016 6:47,69%,7:15,,,9338,0,1,1,0,1
12/9/2016 22:48,12/10/2016 8:11,79%,9:23,,,4629,0,0,1,0,0
12/11/2016 1:07,12/11/2016 8:27,82%,7:19,,,5776,0,1,0,0,1
12/11/2016 22:14,12/12/2016 6:16,85%,8:01,,,168,0,0,1,0,0
12/12/2016 22:56,12/13/2016 6:35,81%,7:38,,,6964,0,1,1,0,0
12/13/2016 22:02,12/14/2016 6:05,83%,8:02,,,3448,0,1,1,0,1
12/14/2016 21:57,12/15/2016 6:18,74%,8:20,,,4114,0,0,1,0,0
12/15/2016 21:29,12/16/2016 5:00,75%,7:31,,,7112,0,0,1,0,0
12/18/2016 22:35,12/19/2016 5:47,78%,7:11,,,3391,0,1,1,0,0
12/19/2016 21:49,12/20/2016 6:35,96%,8:46,,,2335,0,0,1,0,0
12/20/2016 23:48,12/21/2016 7:09,84%,7:20,,,7293,0,0,1,0,0
12/21/2016 23:56,12/22/2016 7:30,86%,7:33,,,8488,0,1,1,0,0
12/22/2016 23:07,12/23/2016 7:07,74%,8:00,,,5701,1,1,1,0,0
12/27/2016 23:17,12/28/2016 7:22,69%,8:05,,,4509,0,1,1,0,0
12/30/2016 23:25,12/31/2016 8:26,92%,9:00,,,3868,0,1,1,0,0
1/2/2017 22:35,1/3/2017 5:10,73%,6:34,,,5216,0,1,1,0,0
1/3/2017 5:11,1/3/2017 6:30,17%,1:19,,,5216,0,0,0,0,0
1/3/2017 21:47,1/4/2017 5:57,87%,8:09,,,3669,0,0,1,0,0
1/4/2017 22:40,1/5/2017 6:10,87%,7:29,,,10856,0,1,1,0,1
1/5/2017 22:39,1/6/2017 6:42,93%,8:02,,,7787,0,0,1,0,1
1/6/2017 23:14,1/7/2017 8:43,90%,9:29,,,10344,0,1,1,0,0
1/8/2017 0:34,1/8/2017 7:56,79%,7:22,,,3094,0,0,1,0,0
1/8/2017 22:07,1/9/2017 6:23,84%,8:16,,,202,0,0,1,0,0
1/9/2017 22:42,1/10/2017 6:40,65%,7:57,,,7122,0,1,1,0,0
1/10/2017 22:20,1/11/2017 6:14,84%,7:54,,,1734,0,1,1,0,0
1/11/2017 22:14,1/12/2017 5:22,73%,7:07,,,2562,0,1,1,0,0
1/12/2017 22:13,1/13/2017 5:31,64%,7:17,,,8076,0,1,1,1,0
1/13/2017 23:27,1/14/2017 7:22,89%,7:54,,,12802,0,0,1,0,1
1/15/2017 23:25,1/16/2017 6:58,74%,7:32,,,12258,0,1,1,0,1
1/16/2017 21:58,1/17/2017 5:11,71%,7:12,,,4540,0,0,1,0,0
1/17/2017 5:12,1/17/2017 7:20,24%,2:08,,,4540,0,0,0,0,0
1/17/2017 22:23,1/18/2017 5:01,57%,6:37,,,173,0,0,1,0,0
1/18/2017 22:22,1/19/2017 6:31,76%,8:09,,,6368,0,0,1,0,0
1/19/2017 22:14,1/20/2017 6:30,92%,8:15,,,1740,0,1,1,0,0
1/20/2017 23:07,1/21/2017 7:45,78%,8:38,,,5056,0,0,1,0,0
1/21/2017 23:12,1/22/2017 7:42,96%,8:29,,,4223,0,0,1,0,0
1/22/2017 22:03,1/23/2017 6:25,64%,8:22,,,4336,0,0,1,0,0
1/23/2017 22:34,1/24/2017 6:09,89%,7:35,,,4772,0,1,1,0,0
1/24/2017 22:55,1/25/2017 6:13,84%,7:17,,,3492,0,1,1,0,0
1/25/2017 20:54,1/26/2017 5:09,85%,8:15,,,6010,0,0,1,0,1
1/26/2017 22:12,1/27/2017 4:58,54%,6:45,,,4200,0,1,1,0,1
1/27/2017 4:58,1/27/2017 6:40,21%,1:42,,,4200,0,0,0,0,0
1/27/2017 23:22,1/28/2017 7:25,91%,8:02,,,4573,0,1,1,0,0
1/30/2017 23:27,1/31/2017 6:01,63%,6:34,,,3228,0,1,0,0,0
1/31/2017 22:44,2/1/2017 6:20,78%,7:36,,,5379,0,1,1,0,1
2/1/2017 22:41,2/2/2017 6:10,74%,7:29,,,7521,0,1,1,0,1
2/2/2017 22:19,2/3/2017 6:31,85%,8:11,,,2309,0,1,1,0,0
2/3/2017 23:58,2/4/2017 7:08,80%,7:09,,,2983,0,1,1,0,0
2/4/2017 23:45,2/5/2017 7:20,68%,7:35,,,6833,0,1,1,0,0
2/5/2017 22:53,2/6/2017 6:30,75%,7:36,,,7665,0,1,1,0,0
2/6/2017 22:30,2/7/2017 6:20,71%,7:50,,,7552,0,1,1,1,1
2/7/2017 23:34,2/8/2017 6:30,71%,6:55,,,5339,0,1,1,0,0
2/8/2017 23:46,2/9/2017 6:27,68%,6:40,,,4076,0,1,1,0,0
2/9/2017 22:31,2/10/2017 5:00,62%,6:28,,,12892,1,1,1,0,1
2/10/2017 5:00,2/10/2017 6:36,21%,1:36,,,12892,0,0,0,0,0
2/10/2017 22:37,2/11/2017 7:07,100%,8:30,,,3417,0,0,1,0,0
2/12/2017 21:49,2/13/2017 7:06,63%,9:16,,,2756,0,1,1,0,0
2/13/2017 21:51,2/14/2017 5:02,74%,7:10,,,6003,0,1,1,0,0
2/14/2017 5:02,2/14/2017 6:36,12%,1:33,,,6003,0,0,0,0,0
2/14/2017 23:17,2/15/2017 6:13,59%,6:55,,,3588,0,1,1,0,0
2/15/2017 22:36,2/16/2017 6:25,44%,7:48,,,5558,0,1,1,0,0
2/16/2017 22:33,2/17/2017 6:31,83%,7:58,,,3301,0,1,1,0,0
2/17/2017 23:49,2/18/2017 8:09,93%,8:20,,,3027,0,1,1,0,0
2/19/2017 0:28,2/19/2017 8:16,79%,7:48,,,3361,0,0,1,0,0
2/19/2017 22:12,2/20/2017 6:16,66%,8:04,,,460,0,1,1,0,0
2/20/2017 22:43,2/21/2017 6:27,76%,7:43,,,7419,0,0,1,0,0
2/21/2017 23:14,2/22/2017 6:26,72%,7:11,,,5499,0,1,1,0,0
2/22/2017 21:30,2/23/2017 5:02,83%,7:31,,,4258,0,0,1,0,0
2/23/2017 22:15,2/24/2017 5:34,81%,7:19,,,5862,0,1,1,0,0
2/24/2017 5:34,2/24/2017 6:30,12%,0:55,,,5862,0,0,0,0,0
2/25/2017 2:46,2/25/2017 9:52,80%,7:06,,,6388,0,1,1,1,1
2/26/2017 0:40,2/26/2017 7:47,77%,7:07,,,4275,0,0,1,0,0
2/27/2017 22:16,2/28/2017 5:50,81%,7:34,,,2499,0,1,0,0,0
2/28/2017 21:39,3/1/2017 5:40,87%,8:01,,,7351,0,1,1,0,1
3/1/2017 5:43,3/1/2017 6:40,12%,0:57,,,7351,0,0,0,0,0
3/1/2017 22:23,3/2/2017 6:30,85%,8:07,,,6109,0,1,1,0,0
3/2/2017 22:22,3/3/2017 6:18,81%,7:55,,,6388,0,1,1,0,1
3/5/2017 0:12,3/5/2017 8:28,96%,8:16,,,6785,0,1,1,0,0
3/5/2017 22:01,3/6/2017 6:08,93%,8:07,,,171,0,1,1,0,0
3/6/2017 22:01,3/7/2017 6:22,97%,8:21,,,4670,0,1,1,0,0
3/7/2017 22:13,3/8/2017 6:15,90%,8:01,,,7000,0,1,1,0,1
3/8/2017 21:13,3/9/2017 6:18,85%,9:05,,,3744,0,1,1,0,0
3/9/2017 21:48,3/10/2017 5:01,71%,7:13,,,7028,0,1,1,0,1
3/10/2017 22:42,3/11/2017 6:57,86%,8:14,,,2679,0,1,1,0,0
