Start,End,Sleep quality,Time in bed,Wake up,Heart rate,Activity (steps),Stressful day Total,Drank coffee Total,Drank tea Total,Ate late Total,Worked out Total
3/12/2017 22:39,3/13/2017 6:33,80%,7:53,,,1572,0,1,1,0,0
3/13/2017 21:20,3/14/2017 5:02,81%,7:42,,,6212,0,0,1,0,1
3/14/2017 21:06,3/15/2017 5:23,89%,8:17,,,5933,0,0,1,0,1
3/15/2017 22:33,3/16/2017 6:17,71%,7:44,,,9185,0,1,1,0,1
3/16/2017 22:33,3/17/2017 6:37,95%,8:04,,,7887,0,1,1,0,1
3/17/2017 22:55,3/18/2017 8:02,99%,9:07,,,10528,0,1,1,0,0
3/18/2017 22:26,3/19/2017 7:21,89%,8:54,,,302,0,0,1,0,0
3/20/2017 0:02,3/20/2017 7:20,79%,7:18,,,2750,0,1,1,0,0
3/20/2017 23:35,3/21/2017 7:16,88%,7:41,,,3695,0,1,1,0,0
3/21/2017 23:20,3/22/2017 6:21,79%,7:01,,,1913,0,1,1,0,0
3/22/2017 22:02,3/23/2017 5:15,72%,7:12,,,7155,0,0,1,0,1
3/23/2017 22:20,3/24/2017 5:41,76%,7:21,,,7810,0,1,1,0,1
3/25/2017 23:19,3/26/2017 7:16,100%,7:56,,,3549,0,1,1,0,0
3/26/2017 22:03,3/27/2017 5:33,83%,7:29,,,3554,0,1,1,0,1
3/27/2017 21:19,3/28/2017 5:42,78%,8:22,,,7562,0,0,1,0,1
3/28/2017 22:29,3/29/2017 5:41,78%,7:11,,,7823,0,1,1,0,1
3/29/2017 22:29,3/30/2017 6:04,79%,7:34,,,7708,0,1,1,0,1
3/30/2017 22:42,3/31/2017 7:33,93%,8:51,,,8615,0,1,1,0,1
4/1/2017 2:10,4/1/2017 8:37,80%,6:27,,,9461,0,1,1,0,0
4/1/2017 21:22,4/2/2017 7:16,95%,9:54,,,4595,0,0,1,0,0
4/2/2017 22:01,4/3/2017 6:20,90%,8:19,,,2835,0,1,1,0,1
4/3/2017 21:58,4/4/2017 6:01,92%,8:03,,,1898,0,0,1,0,0
4/4/2017 22:01,4/5/2017 6:11,81%,8:09,,,8396,0,0,1,0,1
4/5/2017 23:45,4/6/2017 6:20,73%,6:35,,,7948,0,1,1,0,1
4/6/2017 23:12,4/7/2017 6:20,68%,7:07,,,14408,0,1,1,0,1
4/8/2017 0:00,4/8/2017 7:30,75%,7:29,,,8646,0,1,1,0,1
4/10/2017 0:52,4/10/2017 6:32,65%,5:40,,,771,0,1,0,0,0
4/10/2017 22:21,4/11/2017 5:41,70%,7:19,,,11355,0,0,1,0,1
4/11/2017 6:03,4/11/2017 6:31,6%,0:27,,,0,0,0,0,0,0
4/11/2017 22:39,4/12/2017 5:55,67%,7:16,,,4153,0,0,0,0,0
4/12/2017 21:42,4/13/2017 6:54,74%,9:11,,,1318,0,0,1,0,0
4/13/2017 23:52,4/14/2017 8:05,83%,8:12,,,889,0,1,1,0,0
4/14/2017 21:45,4/15/2017 7:52,88%,10:07,,,4787,0,0,1,0,0
4/15/2017 23:23,4/16/2017 7:05,73%,7:42,,,4581,0,0,1,0,0
4/17/2017 0:06,4/17/2017 7:51,83%,7:44,,,1510,0,1,1,0,0
4/17/2017 22:12,4/18/2017 5:54,66%,7:41,,,780,0,1,1,0,0
4/18/2017 22:43,4/19/2017 6:20,59%,7:36,,,6284,0,1,1,0,1
4/19/2017 21:39,4/20/2017 5:30,75%,7:51,,,8213,0,0,0,0,0
4/20/2017 22:15,4/21/2017 5:41,75%,7:26,,,7905,0,1,1,0,1
4/21/2017 22:36,4/22/2017 7:46,83%,9:09,,,8072,0,1,1,0,1
4/23/2017 0:53,4/23/2017 8:38,86%,7:44,,,2666,0,1,1,0,0
4/23/2017 22:31,4/24/2017 6:31,75%,7:59,,,3042,0,1,0,0,0
4/24/2017 23:07,4/25/2017 6:34,72%,7:27,,,10319,0,1,1,0,1
4/25/2017 22:20,4/26/2017 6:20,85%,8:00,,,8358,0,1,1,0,1
4/26/2017 22:25,4/27/2017 6:32,68%,8:06,,,7337,0,1,1,0,1
4/27/2017 22:48,4/28/2017 6:40,64%,7:51,,,6551,0,1,1,0,1
4/28/2017 23:39,4/29/2017 8:17,90%,8:37,,,3357,1,1,1,0,0
4/29/2017 23:39,4/30/2017 7:23,74%,7:43,,,2668,0,1,1,0,0
4/30/2017 22:28,5/1/2017 6:16,72%,7:47,,,7491,0,1,1,0,1
5/1/2017 22:00,5/2/2017 6:17,74%,8:16,,,11475,0,1,1,0,1
5/2/2017 21:47,5/3/2017 6:04,77%,8:16,,,4810,0,1,1,0,1
5/3/2017 22:59,5/4/2017 6:20,59%,7:21,,,6932,0,1,1,0,1
5/4/2017 22:37,5/5/2017 6:10,73%,7:32,,,5954,0,1,1,0,1
5/6/2017 0:25,5/6/2017 7:45,83%,7:20,,,11070,0,1,1,0,1
5/7/2017 21:51,5/8/2017 6:10,81%,8:18,,,4310,0,1,0,0,0
5/8/2017 22:28,5/9/2017 6:11,66%,7:43,,,8598,0,1,1,0,1
5/9/2017 23:33,5/10/2017 6:03,64%,6:29,,,6073,0,1,1,0,1
5/10/2017 6:04,5/10/2017 7:45,18%,1:40,,,0,0,0,0,0,0
5/10/2017 22:43,5/11/2017 6:16,82%,7:32,,,2854,0,1,1,0,0
5/11/2017 21:52,5/12/2017 6:40,95%,8:47,,,4280,0,1,1,0,1
5/13/2017 0:42,5/13/2017 7:41,73%,6:59,,,4068,0,1,1,0,1
5/14/2017 0:04,5/14/2017 8:11,73%,8:06,,,3298,0,0,1,0,0
5/14/2017 21:57,5/15/2017 6:20,77%,8:22,,,3958,0,1,1,0,0
5/15/2017 22:55,5/16/2017 6:30,75%,7:34,,,7661,0,1,1,0,1
5/16/2017 22:41,5/17/2017 6:17,73%,7:36,,,1865,0,0,1,0,0
5/17/2017 22:44,5/18/2017 6:40,90%,7:56,,,6764,0,1,1,0,1
5/18/2017 23:17,5/19/2017 6:27,88%,7:10,,,82,1,1,1,0,1
5/20/2017 1:04,5/20/2017 8:56,73%,7:52,,,5606,0,1,1,0,1
5/22/2017 22:29,5/23/2017 7:35,90%,9:06,,,8858,0,0,1,0,1
5/24/2017 0:14,5/24/2017 7:46,70%,7:32,,,14276,0,1,0,0,1
5/24/2017 22:09,5/25/2017 6:37,82%,8:28,,,3884,0,0,1,0,1
5/25/2017 22:19,5/26/2017 6:24,73%,8:04,,,4565,0,0,1,0,1
5/28/2017 0:18,5/28/2017 8:01,81%,7:43,,,3770,0,1,0,0,1
5/28/2017 22:37,5/29/2017 6:18,75%,7:41,,,1450,0,1,0,0,0
5/29/2017 22:28,5/30/2017 6:11,88%,7:42,,,7711,1,1,0,0,1
5/30/2017 21:59,5/31/2017 6:20,75%,8:21,,,6430,0,1,0,1,1
5/31/2017 22:26,6/1/2017 5:45,86%,7:19,,,6964,0,1,1,0,1
6/1/2017 22:59,6/2/2017 6:40,80%,7:41,,,4562,0,1,1,0,1
6/2/2017 22:05,6/3/2017 6:11,69%,8:05,,,1867,0,1,1,0,0
6/3/2017 21:56,6/4/2017 7:13,72%,9:16,,,8205,0,1,0,0,1
6/4/2017 23:14,6/5/2017 6:21,67%,7:06,,,6705,0,1,0,0,0
6/5/2017 22:30,6/6/2017 6:17,74%,7:47,,,7820,0,1,0,0,1
6/6/2017 21:38,6/7/2017 5:53,76%,8:14,,,5391,1,1,1,0,1
6/7/2017 22:54,6/8/2017 6:34,41%,7:40,,,10542,0,1,1,0,1
6/8/2017 21:47,6/9/2017 6:17,70%,8:30,,,255,0,0,1,0,0
6/10/2017 0:07,6/10/2017 7:55,67%,7:47,,,10427,0,0,0,0,0
6/11/2017 22:18,6/12/2017 6:10,78%,7:52,,,6507,0,0,0,0,0
6/12/2017 21:44,6/13/2017 6:17,93%,8:32,,,10373,0,0,0,0,0
6/13/2017 22:18,6/14/2017 6:12,74%,7:54,,,9204,0,0,0,0,0
6/14/2017 22:34,6/15/2017 6:13,68%,7:38,,,5027,0,0,0,0,0
6/15/2017 22:19,6/16/2017 6:07,76%,7:48,,,7106,0,0,0,0,0
6/18/2017 5:01,6/18/2017 7:34,31%,2:33,,,12153,0,0,0,0,0
6/18/2017 7:35,6/18/2017 8:09,7%,0:34,,,804,0,0,0,0,0
6/18/2017 22:22,6/19/2017 6:02,66%,7:39,,,5251,0,0,0,0,0
6/19/2017 22:57,6/20/2017 6:24,70%,7:26,,,6672,0,0,0,0,0
6/20/2017 22:31,6/21/2017 6:15,77%,7:43,,,7007,0,0,0,0,0
6/21/2017 6:16,6/21/2017 7:03,10%,0:47,,,0,0,0,0,0,0
6/21/2017 22:32,6/22/2017 6:10,72%,7:37,,,4898,0,0,0,0,0
6/22/2017 23:37,6/23/2017 6:38,59%,7:00,,,7064,0,0,0,0,0
6/23/2017 23:26,6/24/2017 7:11,74%,7:44,,,114,0,0,0,0,0
6/25/2017 22:08,6/26/2017 6:18,83%,8:10,,,3403,0,0,0,0,0
6/26/2017 21:24,6/27/2017 6:15,90%,8:51,,,6043,0,0,0,0,0
6/27/2017 21:52,6/28/2017 6:33,86%,8:41,,,8946,0,0,0,0,0
6/28/2017 21:53,6/29/2017 6:21,69%,8:28,,,7778,0,0,0,0,0
6/29/2017 22:32,6/30/2017 6:33,77%,8:00,,,5510,0,0,0,0,0
7/3/2017 0:31,7/3/2017 7:44,81%,7:12,,,17770,0,0,0,0,0
7/3/2017 22:37,7/4/2017 6:18,73%,7:41,,,10604,0,0,0,0,0
7/4/2017 22:07,7/5/2017 5:55,74%,7:48,,,7474,0,0,0,0,0
7/5/2017 21:48,7/6/2017 5:43,66%,7:55,,,6430,0,0,0,0,0
7/6/2017 22:33,7/7/2017 6:31,73%,7:57,,,11076,0,0,0,0,0
7/9/2017 22:36,7/10/2017 5:59,70%,7:22,,,12647,0,0,0,0,0
7/10/2017 22:25,7/11/2017 6:01,74%,7:35,,,4260,0,0,0,0,0
7/11/2017 21:39,7/12/2017 6:06,65%,8:26,,,5504,0,0,0,0,0
7/12/2017 23:12,7/13/2017 6:25,67%,7:13,,,6915,0,0,0,0,0
7/13/2017 22:30,7/14/2017 6:45,81%,8:14,,,3919,0,0,0,0,0
7/15/2017 1:10,7/15/2017 7:54,78%,6:43,,,5342,0,0,0,0,0
7/16/2017 2:12,7/16/2017 7:53,69%,5:40,,,3739,0,0,0,0,0
7/16/2017 22:08,7/17/2017 6:25,70%,8:17,,,5925,0,0,0,0,0
7/17/2017 22:51,7/18/2017 6:17,71%,7:26,,,4840,0,0,0,0,0
7/18/2017 22:00,7/19/2017 6:39,84%,8:39,,,5157,0,0,0,0,0
7/19/2017 21:45,7/20/2017 5:55,87%,8:09,,,4336,0,0,0,0,0
7/22/2017 1:06,7/22/2017 7:54,68%,6:48,,,135,0,0,0,0,0
7/22/2017 23:13,7/23/2017 7:10,78%,7:57,,,5579,0,0,0,0,0
7/23/2017 21:57,7/24/2017 5:49,84%,7:51,,,3901,0,0,0,0,0
7/25/2017 5:34,7/25/2017 5:55,5%,0:21,,,6485,0,0,0,0,0
7/25/2017 22:04,7/26/2017 5:48,87%,7:43,,,5451,0,0,0,0,0
7/26/2017 22:29,7/27/2017 6:05,74%,7:35,,,2899,0,0,0,0,0
7/27/2017 21:53,7/28/2017 5:50,51%,7:57,,,1552,0,0,0,0,0
7/28/2017 23:29,7/29/2017 6:22,38%,6:53,,,5221,0,0,0,0,0
7/29/2017 22:00,7/30/2017 6:50,72%,8:49,,,3834,0,0,0,0,0
7/30/2017 23:20,7/31/2017 6:33,89%,7:12,,,1018,0,0,0,0,0
7/31/2017 22:39,8/1/2017 6:19,82%,7:39,,,1837,0,0,0,0,0
8/1/2017 23:15,8/2/2017 6:10,77%,6:54,,,893,0,0,0,0,0
8/2/2017 22:32,8/3/2017 6:06,81%,7:33,,,5280,0,0,0,0,0
8/3/2017 23:14,8/4/2017 6:32,80%,7:18,,,3584,0,0,0,0,0
8/4/2017 22:59,8/5/2017 7:31,76%,8:31,,,1114,0,0,0,0,0
8/5/2017 23:37,8/6/2017 7:38,81%,8:00,,,5152,0,0,0,0,0
8/6/2017 23:03,8/7/2017 8:12,99%,9:08,,,3045,0,0,0,0,0
8/7/2017 23:14,8/8/2017 7:41,73%,8:26,,,2429,0,0,0,0,0
8/8/2017 22:34,8/9/2017 6:05,81%,7:31,,,7187,0,0,0,0,0
8/9/2017 23:22,8/10/2017 5:53,59%,6:30,,,4488,0,0,0,0,0
8/12/2017 22:58,8/13/2017 6:40,79%,7:42,,,5541,0,0,0,0,0
8/13/2017 22:46,8/14/2017 5:51,58%,7:04,,,6246,0,0,0,0,0
8/14/2017 22:32,8/15/2017 5:51,67%,7:18,,,7940,0,0,0,0,0
8/15/2017 21:56,8/16/2017 6:30,83%,8:34,,,5029,0,0,0,0,0
8/16/2017 22:01,8/17/2017 5:29,81%,7:27,,,9185,0,0,0,0,0
8/17/2017 20:36,8/18/2017 4:53,35%,8:16,,,7581,0,0,0,0,0
8/25/2017 23:37,8/26/2017 6:38,30%,7:00,,,10605,0,0,0,0,0
8/27/2017 22:15,8/28/2017 7:00,94%,8:44,,,13476,0,0,0,0,0
8/28/2017 22:03,8/29/2017 7:20,82%,9:17,,,3921,0,0,0,0,0
8/30/2017 23:01,8/31/2017 6:38,74%,7:37,,,3332,0,0,0,0,0
8/31/2017 23:01,9/1/2017 7:16,81%,8:15,,,3001,0,0,0,0,0
9/1/2017 22:33,9/2/2017 7:38,89%,9:04,,,7268,0,0,0,0,0
9/3/2017 0:46,9/3/2017 8:08,81%,7:21,,,4835,0,0,0,0,0
9/3/2017 23:07,9/4/2017 7:22,84%,8:14,,,3230,0,0,0,0,0
9/4/2017 22:49,9/5/2017 6:07,59%,7:17,,,1333,0,0,0,0,0
9/5/2017 22:38,9/6/2017 6:08,81%,7:30,,,8922,0,0,0,0,0
9/6/2017 22:02,9/7/2017 6:02,79%,7:59,,,5095,0,0,0,0,0
9/7/2017 22:26,9/8/2017 6:05,77%,7:39,,,5470,0,0,0,0,0
9/9/2017 21:24,9/10/2017 6:13,74%,8:48,,,2257,0,0,0,0,0
9/11/2017 22:39,9/12/2017 6:06,56%,7:27,,,12094,0,0,0,0,0
9/12/2017 22:03,9/13/2017 6:08,86%,8:04,,,6059,0,0,0,0,0
9/13/2017 23:43,9/14/2017 6:32,55%,6:48,,,6075,0,0,0,0,0
9/14/2017 22:06,9/15/2017 6:05,79%,7:59,,,4400,0,0,0,0,0
9/16/2017 0:18,9/16/2017 8:51,91%,8:33,,,4880,0,0,0,0,0
9/17/2017 22:50,9/18/2017 6:32,71%,7:41,,,7213,0,0,0,0,0
9/18/2017 22:19,9/19/2017 6:04,69%,7:44,,,3640,0,0,0,0,0
9/19/2017 22:16,9/20/2017 6:04,76%,7:47,,,5184,0,0,0,0,0
9/20/2017 22:04,9/21/2017 6:06,65%,8:02,,,4443,0,0,0,0,0
9/21/2017 22:23,9/22/2017 6:07,72%,7:44,,,5242,0,0,0,0,0
9/24/2017 21:44,9/25/2017 5:57,80%,8:13,,,5142,0,0,0,0,0
9/25/2017 22:17,9/26/2017 6:19,73%,8:01,,,5050,0,0,0,0,0
9/26/2017 23:01,9/27/2017 5:49,66%,6:47,,,1706,0,0,0,0,0
9/27/2017 22:06,9/28/2017 6:08,83%,8:02,,,10076,0,0,0,0,0
9/28/2017 23:36,9/29/2017 6:41,75%,7:04,,,5320,0,0,0,0,0
9/29/2017 23:14,9/30/2017 8:00,80%,8:46,,,2809,0,0,0,0,0
10/1/2017 0:03,10/1/2017 7:36,79%,7:33,,,6235,0,0,0,0,0
10/1/2017 21:44,10/2/2017 6:05,69%,8:21,,,2757,0,0,0,0,0
10/2/2017 22:55,10/3/2017 6:00,76%,7:05,,,5551,0,0,0,0,0
10/3/2017 21:41,10/4/2017 6:25,96%,8:44,,,3729,0,0,0,0,0
10/4/2017 22:44,10/5/2017 6:05,75%,7:20,,,7101,0,0,0,0,0
10/5/2017 21:24,10/6/2017 4:37,76%,7:13,,,4906,0,0,0,0,0
10/6/2017 22:56,10/7/2017 7:44,55%,8:47,,,4507,0,0,0,0,0
10/7/2017 21:57,10/8/2017 8:05,71%,10:07,,,1588,0,0,0,0,0
10/9/2017 22:27,10/10/2017 6:10,79%,7:42,,,3951,0,0,0,0,0
10/10/2017 22:23,10/11/2017 6:00,80%,7:36,,,5912,0,0,0,0,0
10/11/2017 22:32,10/12/2017 6:10,71%,7:38,,,5314,0,0,0,0,0
10/12/2017 22:22,10/13/2017 6:37,79%,8:14,,,3240,0,0,0,0,0
10/13/2017 23:03,10/14/2017 8:15,88%,9:11,,,356,0,0,0,0,0
10/14/2017 22:58,10/15/2017 7:24,80%,8:25,,,388,0,0,0,0,0
10/15/2017 22:47,10/16/2017 5:56,69%,7:09,,,4287,0,0,0,0,0
10/16/2017 21:51,10/17/2017 6:01,74%,8:09,,,7129,0,0,0,0,0
10/17/2017 21:41,10/18/2017 6:02,78%,8:21,,,3342,0,0,0,0,0
10/19/2017 0:01,10/19/2017 6:02,60%,6:00,,,4074,0,0,0,0,0
10/19/2017 21:13,10/20/2017 6:14,100%,9:00,,,907,0,0,0,0,0
10/21/2017 0:05,10/21/2017 7:57,89%,7:51,,,5899,0,0,0,0,0
10/22/2017 0:25,10/22/2017 7:45,79%,7:20,,,71,0,0,0,0,0
10/22/2017 21:50,10/23/2017 6:00,82%,8:10,,,5210,0,0,0,0,0
10/23/2017 22:18,10/24/2017 6:01,65%,7:42,,,6636,0,0,0,0,0
10/24/2017 22:15,10/25/2017 6:06,83%,7:51,,,5355,0,0,0,0,0
10/25/2017 21:55,10/26/2017 6:00,65%,8:05,,,4119,0,0,0,0,0
10/27/2017 1:50,10/27/2017 6:51,59%,5:01,,,5364,0,0,0,0,0
10/28/2017 22:51,10/29/2017 7:51,91%,9:00,,,1097,0,0,0,0,0
10/29/2017 22:26,10/30/2017 6:00,78%,7:34,,,1430,0,0,0,0,0
10/30/2017 22:52,10/31/2017 5:43,62%,6:51,,,7603,0,0,0,0,0
10/31/2017 23:29,11/1/2017 5:02,49%,5:33,,,9304,0,0,0,0,0
11/2/2017 21:25,11/3/2017 6:21,74%,8:56,,,5051,0,0,0,0,0
11/3/2017 23:23,11/4/2017 7:26,89%,8:02,,,787,0,0,0,0,0
11/5/2017 22:30,11/6/2017 6:05,70%,7:35,,,5504,0,0,0,0,0
11/6/2017 22:08,11/7/2017 5:58,75%,7:49,,,3709,0,0,0,0,0
11/7/2017 21:01,11/8/2017 5:45,90%,8:43,,,144,0,0,0,0,0
11/8/2017 23:11,11/9/2017 6:30,76%,7:18,,,6094,0,0,0,0,0
11/9/2017 22:04,11/10/2017 7:15,96%,9:11,,,847,0,0,0,0,0
11/10/2017 23:29,11/11/2017 7:21,83%,7:51,,,5919,0,0,0,0,0
11/11/2017 23:06,11/12/2017 7:18,84%,8:11,,,1751,0,0,0,0,0
11/12/2017 23:39,11/13/2017 8:30,79%,8:50,,,3789,0,0,0,0,0
11/14/2017 21:16,11/15/2017 6:50,93%,9:34,,,52,0,0,0,0,0
11/15/2017 21:23,11/16/2017 6:51,85%,9:27,,,27,0,0,0,0,0
11/16/2017 22:33,11/17/2017 6:07,80%,7:34,,,430,0,0,0,0,0
11/17/2017 23:08,11/18/2017 7:20,91%,8:11,,,3281,0,0,0,0,0
11/19/2017 21:58,11/20/2017 6:02,82%,8:04,,,4153,0,0,0,0,0
11/20/2017 22:26,11/21/2017 6:00,86%,7:33,,,6494,0,0,0,0,0
11/21/2017 22:26,11/22/2017 5:57,68%,7:31,,,9426,0,0,0,0,0
11/22/2017 22:34,11/23/2017 6:01,80%,7:26,,,7565,0,0,0,0,0
11/23/2017 22:56,11/24/2017 6:30,80%,7:33,,,5735,0,0,0,0,0
11/25/2017 23:14,11/26/2017 8:19,100%,9:05,,,5116,0,0,0,0,0
11/26/2017 22:10,11/27/2017 6:05,63%,7:55,,,27,0,0,0,0,0
11/27/2017 22:36,11/28/2017 5:58,73%,7:22,,,0,0,0,0,0,0
11/28/2017 22:54,11/29/2017 6:09,80%,7:14,,,6417,0,0,0,0,0
11/29/2017 22:33,11/30/2017 6:26,83%,7:52,,,0,0,0,0,0,0
11/30/2017 20:54,12/1/2017 5:55,77%,9:01,,,0,0,0,0,0,0
12/3/2017 23:10,12/4/2017 6:15,63%,7:05,,,3400,0,0,0,0,0
12/4/2017 21:20,12/5/2017 5:50,70%,8:29,,,6015,0,0,0,0,0
12/5/2017 22:56,12/6/2017 6:15,68%,7:19,,,3179,0,0,0,0,0
12/6/2017 21:56,12/7/2017 5:50,63%,7:53,,,6346,0,0,0,0,0
12/7/2017 22:04,12/8/2017 6:31,82%,8:27,,,218,0,0,0,0,0
12/9/2017 23:39,12/10/2017 8:15,95%,8:35,,,0,0,0,0,0,0
12/10/2017 22:16,12/11/2017 6:06,70%,7:49,,,96,0,0,0,0,0
12/11/2017 21:47,12/12/2017 5:57,68%,8:09,,,7339,0,0,0,0,0
12/12/2017 22:09,12/13/2017 5:55,72%,7:45,,,6970,0,0,0,0,0
12/14/2017 22:47,12/15/2017 5:51,60%,7:04,,,1566,0,0,0,0,0
12/17/2017 21:35,12/18/2017 6:08,80%,8:33,,,5184,0,0,0,0,0
12/18/2017 21:39,12/19/2017 6:05,79%,8:26,,,75,0,0,0,0,0
12/19/2017 22:05,12/20/2017 6:25,79%,8:20,,,3088,0,0,0,0,0
12/20/2017 21:30,12/21/2017 5:52,59%,8:22,,,4553,0,0,0,0,0
12/21/2017 22:10,12/22/2017 6:55,75%,8:44,,,1306,0,0,0,0,0
12/26/2017 21:19,12/27/2017 7:55,97%,10:35,,,373,0,0,0,0,0
12/29/2017 0:06,12/29/2017 7:57,75%,7:50,,,5168,0,0,0,0,0
12/29/2017 22:00,12/30/2017 8:08,75%,10:08,,,61,0,0,0,0,0
1/1/2018 21:30,1/2/2018 5:56,81%,8:25,,,2544,0,0,0,0,0
1/2/2018 22:31,1/3/2018 5:48,76%,7:17,,,475,0,0,0,0,0
1/3/2018 20:28,1/4/2018 3:40,0%,0:00,,,47,0,0,0,0,0
1/4/2018 22:19,1/5/2018 7:25,91%,9:05,,,5064,0,0,0,0,0
1/6/2018 23:13,1/7/2018 8:00,86%,8:46,,,2101,0,0,0,0,0
1/7/2018 22:09,1/8/2018 6:10,83%,8:01,,,1334,0,0,0,0,0
1/8/2018 22:53,1/9/2018 5:45,77%,6:51,,,2262,0,0,0,0,0
1/9/2018 22:22,1/10/2018 6:23,90%,8:01,,,4529,0,0,0,0,0
1/10/2018 21:31,1/11/2018 5:10,71%,7:38,,,6224,0,0,0,0,0
1/11/2018 21:54,1/12/2018 5:01,70%,7:06,,,47,0,0,0,0,0
1/12/2018 21:50,1/13/2018 7:38,70%,9:48,,,6296,0,0,0,0,0
1/13/2018 22:07,1/14/2018 7:09,64%,9:02,,,2405,0,0,0,0,0
1/14/2018 22:02,1/15/2018 5:50,73%,7:48,,,9237,0,0,0,0,0
1/15/2018 22:45,1/16/2018 6:00,79%,7:15,,,2818,0,0,0,0,0
1/16/2018 22:09,1/17/2018 6:01,71%,7:51,,,5752,0,0,0,0,0
1/17/2018 22:45,1/18/2018 6:12,84%,7:27,,,6631,0,0,0,0,0
1/18/2018 22:46,1/19/2018 6:48,59%,8:02,,,9516,0,0,0,0,0
1/19/2018 22:21,1/20/2018 8:22,71%,10:01,,,4454,0,0,0,0,0
1/20/2018 23:44,1/21/2018 7:01,67%,7:17,,,7253,0,0,0,0,0
1/21/2018 22:04,1/22/2018 6:01,84%,7:56,,,22,0,0,0,0,0
1/22/2018 23:15,1/23/2018 6:00,66%,6:44,,,2334,0,0,0,0,0
1/23/2018 21:41,1/24/2018 6:00,73%,8:18,,,2867,0,0,0,0,0
1/24/2018 20:58,1/25/2018 6:02,84%,9:03,,,4881,0,0,0,0,0
1/25/2018 23:17,1/26/2018 6:00,72%,6:43,,,2149,0,0,0,0,0
1/26/2018 22:13,1/27/2018 7:20,92%,9:07,,,1720,0,0,0,0,0
1/28/2018 1:21,1/28/2018 8:49,81%,7:27,,,6518,0,0,0,0,0
1/28/2018 21:30,1/29/2018 5:00,69%,7:29,,,29,0,0,0,0,0
1/29/2018 21:37,1/30/2018 6:01,79%,8:23,,,107,0,0,0,0,0
1/30/2018 22:18,1/31/2018 6:03,77%,7:44,,,5277,0,0,0,0,0
1/31/2018 22:29,2/1/2018 6:02,72%,7:32,,,1325,0,0,0,0,0
2/1/2018 21:25,2/2/2018 6:45,80%,9:20,,,3319,0,0,0,0,0
2/3/2018 2:20,2/3/2018 7:44,65%,5:23,,,4810,0,0,0,0,0
2/3/2018 8:32,2/3/2018 9:08,8%,0:36,,,166,0,0,0,0,0
2/3/2018 22:29,2/4/2018 7:37,96%,9:08,,,362,0,0,0,0,0
2/4/2018 23:09,2/5/2018 6:01,72%,6:52,,,2528,0,0,0,0,0
2/5/2018 22:02,2/6/2018 6:00,78%,7:58,,,7982,0,0,0,0,0
2/6/2018 21:44,2/7/2018 6:12,82%,8:28,,,5039,0,0,0,0,0
2/7/2018 23:18,2/8/2018 6:48,73%,7:29,,,2435,0,0,0,0,0
2/8/2018 22:41,2/9/2018 6:00,93%,7:18,,,68,0,0,0,0,0
2/9/2018 23:07,2/10/2018 7:26,76%,8:18,,,5598,0,0,0,0,0
2/11/2018 22:44,2/12/2018 7:08,91%,8:24,,,1901,0,0,0,0,0
2/12/2018 21:54,2/13/2018 7:02,91%,9:08,,,56,0,0,0,0,0
2/13/2018 23:49,2/14/2018 7:00,81%,7:11,,,64,0,0,0,0,0
2/14/2018 21:24,2/15/2018 6:20,71%,8:56,,,3316,0,0,0,0,0
2/15/2018 21:36,2/16/2018 6:50,80%,9:13,,,6555,0,0,0,0,0
2/16/2018 22:52,2/17/2018 7:48,91%,8:55,,,2291,0,0,0,0,0
